VOTOS,PORCENTAJE,CARGO_POSTULADO,ESTADO,MUNICIPIO,PARROQUIA,CENTRO,CENTRO_NOMBRE,MESA,ADJUDICADO,PRIMER_NOMBRE,PRIMER_APELLIDO,PORCENTAJE_ABSTENCIÓN,PORCENTAJE_ACTAS,PORCENTAJE_ACTAS_ESCRUTADAS,PORCENTAJE_ACTAS_VÁLIDAS,PORCENTAJE_ELECTORES_ACTAS_TX,PORCENTAJE_ELECTORES_INSCRITOS,PORCENTAJE_VOTANTES_ESCRUTADOS,PORCENTAJE_VOTOS_ESCRUTADOS,PORCENTAJE_VOTOS_NULOS,PORCENTAJE_VOTOS_VÁLIDOS,VOTOS_ABSTENCIÓN,VOTOS_ACTAS,VOTOS_ACTAS_ESCRUTADAS,VOTOS_ACTAS_VÁLIDAS,VOTOS_ELECTORES_ACTAS_TX,VOTOS_ELECTORES_INSCRITOS,VOTOS_VOTANTES_ESCRUTADOS,VOTOS_ESCRUTADOS,VOTOS_NULOS,VOTOS_VÁLIDOS
40,10.50%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,JOSE,RUIZ,58.57%,100%,100%,100%,100%,100%,41.43%,100%,0.26%,99.74%,540,1,1,1,922,922,382,382,1,381
39,10.24%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,ANTONIA,MUÑOZ,58.57%,100%,100%,100%,100%,100%,41.43%,100%,0.26%,99.74%,540,1,1,1,922,922,382,382,1,381
33,8.66%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,GONZALEZ,ORNOBIS,58.57%,100%,100%,100%,100%,100%,41.43%,100%,0.26%,99.74%,540,1,1,1,922,922,382,382,1,381
3,0.79%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,HERMES,CORTEZ,58.57%,100%,100%,100%,100%,100%,41.43%,100%,0.26%,99.74%,540,1,1,1,922,922,382,382,1,381
1,0.26%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,YMARA,GARCIA,58.57%,100%,100%,100%,100%,100%,41.43%,100%,0.26%,99.74%,540,1,1,1,922,922,382,382,1,381
0,0.00%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,SIMON,BRICEÑO,58.57%,100%,100%,100%,100%,100%,41.43%,100%,0.26%,99.74%,540,1,1,1,922,922,382,382,1,381
148,44.98%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,NELLY,RODRIGUEZ,58.57%,100%,100%,100%,100%,100%,41.43%,100%,13.87%,86.13%,540,1,1,1,922,922,382,382,53,329
115,34.95%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,SI,OSCAR,NOVOA,58.57%,100%,100%,100%,100%,100%,41.43%,100%,13.87%,86.13%,540,1,1,1,922,922,382,382,53,329
46,13.98%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,CARLOS,PEREZ,58.57%,100%,100%,100%,100%,100%,41.43%,100%,13.87%,86.13%,540,1,1,1,922,922,382,382,53,329
17,5.17%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,FRANCISCO,MONTILLA,58.57%,100%,100%,100%,100%,100%,41.43%,100%,13.87%,86.13%,540,1,1,1,922,922,382,382,53,329
3,0.91%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,JULIAN,TERAN,58.57%,100%,100%,100%,100%,100%,41.43%,100%,13.87%,86.13%,540,1,1,1,922,922,382,382,53,329
0,0.00%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,FELIX,HIGUERA,58.57%,100%,100%,100%,100%,100%,41.43%,100%,13.87%,86.13%,540,1,1,1,922,922,382,382,53,329
0,0.00%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,1,NO,NAYELI,LA,58.57%,100%,100%,100%,100%,100%,41.43%,100%,13.87%,86.13%,540,1,1,1,922,922,382,382,53,329
111,34.69%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,MARIA,MARTINEZ,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
100,31.25%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,SI,PRIMITIVO,CEDEÑO,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
48,15.00%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,JOSE,RUIZ,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
29,9.06%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,GONZALEZ,ORNOBIS,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
27,8.44%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,ANTONIA,MUÑOZ,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
3,0.94%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,YMARA,GARCIA,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
1,0.31%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,HERMES,CORTEZ,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
1,0.31%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,SIMON,BRICEÑO,61.28%,100%,100%,100%,100%,100%,38.72%,100%,0.31%,99.69%,508,1,1,1,829,829,321,321,1,320
105,38.04%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,NELLY,RODRIGUEZ,61.28%,100%,100%,100%,100%,100%,38.72%,100%,14.02%,85.98%,508,1,1,1,829,829,321,321,45,276
101,36.59%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,SI,OSCAR,NOVOA,61.28%,100%,100%,100%,100%,100%,38.72%,100%,14.02%,85.98%,508,1,1,1,829,829,321,321,45,276
52,18.84%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,CARLOS,PEREZ,61.28%,100%,100%,100%,100%,100%,38.72%,100%,14.02%,85.98%,508,1,1,1,829,829,321,321,45,276
16,5.80%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,FRANCISCO,MONTILLA,61.28%,100%,100%,100%,100%,100%,38.72%,100%,14.02%,85.98%,508,1,1,1,829,829,321,321,45,276
1,0.36%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,JULIAN,TERAN,61.28%,100%,100%,100%,100%,100%,38.72%,100%,14.02%,85.98%,508,1,1,1,829,829,321,321,45,276
1,0.36%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,NAYELI,LA,61.28%,100%,100%,100%,100%,100%,38.72%,100%,14.02%,85.98%,508,1,1,1,829,829,321,321,45,276
0,0.00%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,2,NO,FELIX,HIGUERA,61.28%,100%,100%,100%,100%,100%,38.72%,100%,14.02%,85.98%,508,1,1,1,829,829,321,321,45,276
115,35.06%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,MARIA,MARTINEZ,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
105,32.01%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,SI,PRIMITIVO,CEDEÑO,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
56,17.07%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,JOSE,RUIZ,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
28,8.54%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,ANTONIA,MUÑOZ,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
20,6.10%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,GONZALEZ,ORNOBIS,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
2,0.61%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,HERMES,CORTEZ,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
2,0.61%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,YMARA,GARCIA,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
0,0.00%,GOBERNADOR,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,SIMON,BRICEÑO,61.36%,100%,100%,100%,100%,100%,38.64%,100%,0.61%,99.39%,524,1,1,1,854,854,330,330,2,328
107,36.15%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,NELLY,RODRIGUEZ,61.36%,100%,100%,100%,100%,100%,38.64%,100%,10.3%,89.7%,524,1,1,1,854,854,330,330,34,296
105,35.47%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,SI,OSCAR,NOVOA,61.36%,100%,100%,100%,100%,100%,38.64%,100%,10.3%,89.7%,524,1,1,1,854,854,330,330,34,296
68,22.97%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,CARLOS,PEREZ,61.36%,100%,100%,100%,100%,100%,38.64%,100%,10.3%,89.7%,524,1,1,1,854,854,330,330,34,296
14,4.73%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,FRANCISCO,MONTILLA,61.36%,100%,100%,100%,100%,100%,38.64%,100%,10.3%,89.7%,524,1,1,1,854,854,330,330,34,296
2,0.68%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,JULIAN,TERAN,61.36%,100%,100%,100%,100%,100%,38.64%,100%,10.3%,89.7%,524,1,1,1,854,854,330,330,34,296
0,0.00%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,FELIX,HIGUERA,61.36%,100%,100%,100%,100%,100%,38.64%,100%,10.3%,89.7%,524,1,1,1,854,854,330,330,34,296
0,0.00%,ALCALDE,16,3,1,160301029,UNIDAD EDUCATIVA NACIONAL  DOCTOR CARLOS EMILIO MUÑOZ ORAA,3,NO,NAYELI,LA,61.36%,100%,100%,100%,100%,100%,38.64%,100%,10.3%,89.7%,524,1,1,1,854,854,330,330,34,296
130,45.61%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,SI,PRIMITIVO,CEDEÑO,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
58,20.35%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,MARIA,MARTINEZ,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
44,15.44%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,JOSE,RUIZ,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
29,10.18%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,ANTONIA,MUÑOZ,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
22,7.72%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,GONZALEZ,ORNOBIS,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
2,0.70%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,HERMES,CORTEZ,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
0,0.00%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,YMARA,GARCIA,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
0,0.00%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,SIMON,BRICEÑO,57.54%,100%,100%,100%,100%,100%,42.46%,100%,0.7%,99.3%,389,1,1,1,676,676,287,287,2,285
132,53.88%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,SI,OSCAR,NOVOA,57.54%,100%,100%,100%,100%,100%,42.46%,100%,14.63%,85.37%,389,1,1,1,676,676,287,287,42,245
54,22.04%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,NELLY,RODRIGUEZ,57.54%,100%,100%,100%,100%,100%,42.46%,100%,14.63%,85.37%,389,1,1,1,676,676,287,287,42,245
46,18.78%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,CARLOS,PEREZ,57.54%,100%,100%,100%,100%,100%,42.46%,100%,14.63%,85.37%,389,1,1,1,676,676,287,287,42,245
11,4.49%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,FRANCISCO,MONTILLA,57.54%,100%,100%,100%,100%,100%,42.46%,100%,14.63%,85.37%,389,1,1,1,676,676,287,287,42,245
2,0.82%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,JULIAN,TERAN,57.54%,100%,100%,100%,100%,100%,42.46%,100%,14.63%,85.37%,389,1,1,1,676,676,287,287,42,245
0,0.00%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,FELIX,HIGUERA,57.54%,100%,100%,100%,100%,100%,42.46%,100%,14.63%,85.37%,389,1,1,1,676,676,287,287,42,245
0,0.00%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,1,NO,NAYELI,LA,57.54%,100%,100%,100%,100%,100%,42.46%,100%,14.63%,85.37%,389,1,1,1,676,676,287,287,42,245
82,37.61%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,SI,PRIMITIVO,CEDEÑO,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
56,25.69%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,JOSE,RUIZ,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
45,20.64%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,MARIA,MARTINEZ,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
20,9.17%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,ANTONIA,MUÑOZ,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
12,5.50%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,GONZALEZ,ORNOBIS,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
3,1.38%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,HERMES,CORTEZ,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
0,0.00%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,YMARA,GARCIA,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
0,0.00%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,SIMON,BRICEÑO,64.85%,100%,100%,100%,100%,100%,35.15%,100%,0.46%,99.54%,404,1,1,1,623,623,219,219,1,218
82,42.71%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,SI,OSCAR,NOVOA,64.85%,100%,100%,100%,100%,100%,35.15%,100%,12.33%,87.67%,404,1,1,1,623,623,219,219,27,192
53,27.60%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,CARLOS,PEREZ,64.85%,100%,100%,100%,100%,100%,35.15%,100%,12.33%,87.67%,404,1,1,1,623,623,219,219,27,192
47,24.48%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,NELLY,RODRIGUEZ,64.85%,100%,100%,100%,100%,100%,35.15%,100%,12.33%,87.67%,404,1,1,1,623,623,219,219,27,192
6,3.13%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,FRANCISCO,MONTILLA,64.85%,100%,100%,100%,100%,100%,35.15%,100%,12.33%,87.67%,404,1,1,1,623,623,219,219,27,192
4,2.08%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,JULIAN,TERAN,64.85%,100%,100%,100%,100%,100%,35.15%,100%,12.33%,87.67%,404,1,1,1,623,623,219,219,27,192
0,0.00%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,FELIX,HIGUERA,64.85%,100%,100%,100%,100%,100%,35.15%,100%,12.33%,87.67%,404,1,1,1,623,623,219,219,27,192
0,0.00%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,2,NO,NAYELI,LA,64.85%,100%,100%,100%,100%,100%,35.15%,100%,12.33%,87.67%,404,1,1,1,623,623,219,219,27,192
105,49.53%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,SI,PRIMITIVO,CEDEÑO,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
41,19.34%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,MARIA,MARTINEZ,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
27,12.74%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,JOSE,RUIZ,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
21,9.91%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,ANTONIA,MUÑOZ,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
15,7.08%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,GONZALEZ,ORNOBIS,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
2,0.94%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,YMARA,GARCIA,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
1,0.47%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,HERMES,CORTEZ,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
0,0.00%,GOBERNADOR,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,SIMON,BRICEÑO,66.13%,100%,100%,100%,100%,100%,33.87%,100%,0%,100%,414,1,1,1,626,626,212,212,0,212
105,59.32%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,SI,OSCAR,NOVOA,66.13%,100%,100%,100%,100%,100%,33.87%,100%,16.51%,83.49%,414,1,1,1,626,626,212,212,35,177
36,20.34%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,NELLY,RODRIGUEZ,66.13%,100%,100%,100%,100%,100%,33.87%,100%,16.51%,83.49%,414,1,1,1,626,626,212,212,35,177
26,14.69%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,CARLOS,PEREZ,66.13%,100%,100%,100%,100%,100%,33.87%,100%,16.51%,83.49%,414,1,1,1,626,626,212,212,35,177
9,5.08%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,FRANCISCO,MONTILLA,66.13%,100%,100%,100%,100%,100%,33.87%,100%,16.51%,83.49%,414,1,1,1,626,626,212,212,35,177
1,0.56%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,JULIAN,TERAN,66.13%,100%,100%,100%,100%,100%,33.87%,100%,16.51%,83.49%,414,1,1,1,626,626,212,212,35,177
0,0.00%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,FELIX,HIGUERA,66.13%,100%,100%,100%,100%,100%,33.87%,100%,16.51%,83.49%,414,1,1,1,626,626,212,212,35,177
0,0.00%,ALCALDE,16,3,1,160301093,UNIDAD EDUCATIVA NACIONAL CUATRICENTENARIA,3,NO,NAYELI,LA,66.13%,100%,100%,100%,100%,100%,33.87%,100%,16.51%,83.49%,414,1,1,1,626,626,212,212,35,177
65,35.71%,GOBERNADOR,16,3,1,160301076,UNIDAD EDUCATIVA NACIONAL DOCTOR CESAR LIZARDO,1,NO,MARIA,MARTINEZ,55.74%,100%,100%,100%,100%,100%,44.26%,100%,1.62%,98.38%,233,1,1,1,418,418,185,185,3,182
55,30.22%,GOBERNADOR,16,3,1,160301076,UNIDAD EDUCATIVA NACIONAL DOCTOR CESAR LIZARDO,1,SI,PRIMITIVO,CEDEÑO,55.74%,100%,100%,100%,100%,100%,44.26%,100%,1.62%,98.38%,233,1,1,1,418,418,185,185,3,182
40,21.98%,GOBERNADOR,16,3,1,160301076,UNIDAD EDUCATIVA NACIONAL DOCTOR CESAR LIZARDO,1,NO,JOSE,RUIZ,55.74%,100%,100%,100%,100%,100%,44.26%,100%,1.62%,98.38%,233,1,1,1,418,418,185,185,3,182
11,6.04%,GOBERNADOR,16,3,1,160301076,UNIDAD EDUCATIVA NACIONAL DOCTOR CESAR LIZARDO,1,NO,ANTONIA,MUÑOZ,55.74%,100%,100%,100%,100%,100%,44.26%,100%,1.62%,98.38%,233,1,1,1,418,418,185,185,3,182
8,4.40%,GOBERNADOR,16,3,1,160301076,UNIDAD EDUCATIVA NACIONAL DOCTOR CESAR LIZARDO,1,NO,GONZALEZ,ORNOBIS,55.74%,100%,100%,100%,100%,100%,44.26%,100%,1.62%,98.38%,233,1,1,1,418,418,185,185,3,182
2,1.10%,GOBERNADOR,16,3,1,160301076,UNIDAD EDUCATIVA NACIONAL DOCTOR CESAR LIZARDO,1,NO,YMARA,GARCIA,55.74%,100%,100%,100%,100%,100%,44.26%,100%,1.62%,98.38%,233,1,1,1,418,418,185,185,3,182
1,0.55%,GOBERNADOR,16,3,1,160301076,UNIDAD EDUCATIVA NACIONAL DOCTOR CESAR LIZARDO,1,NO,HERMES,CORTEZ,55.74%,100%,100%,100%,100%,100%,44.26%,100%,1.62%,98.38%,233,1,1,1,418,418,185,185,3,182
